179.82703220063536,55.244943003762614
221.32562342533123,54.78384286857448
232.8529584281387,79.22189746820385
348.1268135869108,84.7550149020135
456.02306658267133,91.21033260619976
460.1728836109159,109.19306950164287
470.3170023966077,108.73196936645473
474.0057192896653,91.67143274138789
470.77810253179706,75.99419652188618
478.61672064154686,69.53887881769992
497.98267375410654,76.45529665707431
521.0374279481703,79.68299760339198
526.1095294352411,116.10948734101731
536.7146641676723,157.146978430525
561.1527187673017,211.09510492840525
598.5014087753042,268.7319483193422
592.9682913414939,272.8818495360362
594.8126918822466,299.6253206231579
610.4899281017485,329.59649265659687
634.9278985129291,390.0000210471122
640.0,408.9048740244828
639.5388998648119,428.2709113254907
630.3169813494964,497.8962740428727
622.4783632397454,499.27949025998834
614.1786449948062,520.9510282369373
616.9452458059351,527.8674460763117
600.8069094512449,543.5446822958137
594.3515917470584,539.8558812143079
578.6743555275564,546.3111989184941
551.9308002519862,550.0
544.0921821422352,541.2391816198724
547.7809832237416,528.3285462114999
528.8760460579213,490.97985620349823
514.1210101087968,484.06335417567476
501.21037470042364,489.13545566274536
491.0662559147318,468.3861179561727
488.2996551036029,451.3256655195553
470.77810253179706,432.42072835373557
466.62820131510244,419.97119308055153
469.3948021262314,401.98845618510836
459.71178347572777,398.7607552387907
462.01728415166855,409.36597415967094
453.2564657715412,412.1325749708005
426.512910495971,366.4841667178594
415.9077757635399,354.9567475266026
441.2680306335456,321.2967744116577
424.66859414366724,323.14117495241067
413.60227508759914,333.7463938732909
402.53604021997864,317.14695738341254
417.2910761691044,271.0374489952833
420.0575927917845,232.76655871690508
409.9135581945415,223.54464020158935
406.6858572482244,211.09510492840525
390.5475208935342,208.3285041172757
371.6426679161639,188.04035073434062
356.4264476434012,179.7406324894015
355.5043315614737,167.29101302776803
344.89911264059253,162.68009586433465
336.1382942604652,148.8472601855858
303.86162155108485,130.40342315495457
275.73485005839905,134.55332437164856
277.1181504639635,147.46395978002107
267.896231948648,145.15845910408
232.8529584281387,160.83569532358177
195.50426842013738,164.52449640508758
196.4264686905137,155.30257788977207
187.66565031038638,144.2362588337034
143.8616425981973,119.33718828733498
112.50717015919443,108.73196936645473
84.38039866650742,105.9653685553252
60.86454433725555,107.80976909607813
9.682934462054847,115.64838720582912
22.1325539236886,103.19885193264474
15.677236219502042,96.28243409327035
18.90485297737033,82.44951422607244
0.0,66.31117787138226
2.7665166226801325,55.244943003762614
179.82703220063536,55.244943003762614
